array	sample	purity
TCGA-GC-A3RC-01	TCGA-GC-A3RC-01A-11D-A22Y-01	0.69
TCGA-GC-A3RD-01	TCGA-GC-A3RD-01A-12D-A22Y-01	0.71
TCGA-GC-A3WC-01	TCGA-GC-A3WC-01A-31D-A22Y-01	0.38
TCGA-GC-A3YS-01	TCGA-GC-A3YS-01A-11D-A23L-01	0.48
TCGA-GC-A4ZW-01	TCGA-GC-A4ZW-01A-11D-A26L-01	0.85
TCGA-GC-A6I1-01	TCGA-GC-A6I1-01A-12D-A31K-01	0.31
TCGA-GC-A6I3-01	TCGA-GC-A6I3-01A-11D-A31K-01	0.32
TCGA-GD-A2C5-01	TCGA-GD-A2C5-01A-12D-A17S-01	1
TCGA-GD-A3OP-01	TCGA-GD-A3OP-01A-21D-A21Y-01	0.24
TCGA-GD-A3OQ-01	TCGA-GD-A3OQ-01A-32D-A21Y-01	0.78
TCGA-GD-A3OS-01	TCGA-GD-A3OS-01A-12D-A21Y-01	0.72
TCGA-GD-A6C6-01	TCGA-GD-A6C6-01A-21D-A31K-01	0.92
TCGA-GD-A76B-01	TCGA-GD-A76B-01A-11D-A32A-01	0.48
TCGA-GU-A42P-01	TCGA-GU-A42P-01A-11D-A23T-01	0.8
TCGA-GU-A42Q-01	TCGA-GU-A42Q-01A-11D-A23T-01	0.45
TCGA-GU-A42R-01	TCGA-GU-A42R-01A-11D-A23L-01	0.78
TCGA-GU-A762-01	TCGA-GU-A762-01A-11D-A338-01	0.31
TCGA-GU-A763-01	TCGA-GU-A763-01A-11D-A32A-01	0.96
TCGA-GU-A764-01	TCGA-GU-A764-01A-11D-A34T-01	0.23
TCGA-GU-A766-01	TCGA-GU-A766-01A-11D-A32A-01	0.39
TCGA-GU-A767-01	TCGA-GU-A767-01A-11D-A32A-01	0.3
TCGA-GU-AATO-01	TCGA-GU-AATO-01A-11D-A390-01	0.52
TCGA-GU-AATP-01	TCGA-GU-AATP-01A-11D-A390-01	0.65
TCGA-GU-AATQ-01	TCGA-GU-AATQ-01A-11D-A390-01	0.75
TCGA-GV-A3JV-01	TCGA-GV-A3JV-01A-11D-A21Y-01	0.66
TCGA-GV-A3JW-01	TCGA-GV-A3JW-01A-11D-A20B-01	0.84
TCGA-GV-A3JX-01	TCGA-GV-A3JX-01A-11D-A20B-01	0.9
TCGA-GV-A3JZ-01	TCGA-GV-A3JZ-01A-11D-A219-01	0.82
TCGA-GV-A3QF-01	TCGA-GV-A3QF-01A-31D-A22Y-01	0.54
TCGA-GV-A3QG-01	TCGA-GV-A3QG-01A-11D-A21Y-01	0.46
TCGA-GV-A3QH-01	TCGA-GV-A3QH-01A-11D-A21Y-01	0.48
TCGA-GV-A3QI-01	TCGA-GV-A3QI-01A-11D-A21Y-01	0.95
TCGA-GV-A3QK-01	TCGA-GV-A3QK-01B-11D-A23L-01	0.71
TCGA-GV-A40E-01	TCGA-GV-A40E-01A-12D-A23L-01	0.34
TCGA-GV-A40G-01	TCGA-GV-A40G-01A-11D-A23L-01	0.73
TCGA-GV-A6ZA-01	TCGA-GV-A6ZA-01A-12D-A338-01	0.7
TCGA-H4-A2HO-01	TCGA-H4-A2HO-01A-11D-A17S-01	0.63
TCGA-H4-A2HQ-01	TCGA-H4-A2HQ-01A-11D-A17S-01	0.8
TCGA-HQ-A2OE-01	TCGA-HQ-A2OE-01A-11D-A201-01	0.8
TCGA-HQ-A2OF-01	TCGA-HQ-A2OF-01A-11D-A26L-01	0.93
TCGA-HQ-A5ND-01	TCGA-HQ-A5ND-01A-11D-A26L-01	0.63
TCGA-HQ-A5NE-01	TCGA-HQ-A5NE-01A-12D-A288-01	0.26
TCGA-K4-A3WS-01	TCGA-K4-A3WS-01A-11D-A22Y-01	0.4
TCGA-K4-A3WU-01	TCGA-K4-A3WU-01B-11D-A23L-01	0.58
TCGA-K4-A3WV-01	TCGA-K4-A3WV-01A-11D-A22Y-01	0.67
TCGA-K4-A4AB-01	TCGA-K4-A4AB-01B-12D-A288-01	0.56
TCGA-K4-A4AC-01	TCGA-K4-A4AC-01A-21D-A26L-01	0.32
TCGA-K4-A54R-01	TCGA-K4-A54R-01A-11D-A26L-01	0.46
TCGA-K4-A5RH-01	TCGA-K4-A5RH-01A-11D-A30D-01	0.48
TCGA-K4-A5RI-01	TCGA-K4-A5RI-01A-11D-A288-01	0.71
TCGA-K4-A5RJ-01	TCGA-K4-A5RJ-01A-11D-A288-01	0.33
TCGA-K4-A6FZ-01	TCGA-K4-A6FZ-01A-11D-A31K-01	0.33
TCGA-K4-A6MB-01	TCGA-K4-A6MB-01A-11D-A31K-01	0.75
TCGA-K4-A83P-01	TCGA-K4-A83P-01A-11D-A34T-01	0.09
TCGA-K4-AAQO-01	TCGA-K4-AAQO-01A-11D-A38F-01	0.33
TCGA-KQ-A41N-01	TCGA-KQ-A41N-01A-11D-A338-01	0.76
TCGA-KQ-A41O-01	TCGA-KQ-A41O-01A-12D-A34T-01	0.93
TCGA-KQ-A41P-01	TCGA-KQ-A41P-01A-12D-A338-01	0.77
TCGA-KQ-A41Q-01	TCGA-KQ-A41Q-01A-11D-A338-01	0.6
TCGA-KQ-A41R-01	TCGA-KQ-A41R-01A-21D-A34T-01	0.71
TCGA-KQ-A41S-01	TCGA-KQ-A41S-01A-12D-A338-01	0.41
TCGA-LC-A66R-01	TCGA-LC-A66R-01A-41D-A30D-01	0.37
TCGA-LT-A5Z6-01	TCGA-LT-A5Z6-01A-11D-A288-01	0.86
TCGA-LT-A8JT-01	TCGA-LT-A8JT-01A-11D-A363-01	0.87
TCGA-MV-A51V-01	TCGA-MV-A51V-01A-11D-A26L-01	0.75
TCGA-PQ-A6FI-01	TCGA-PQ-A6FI-01A-11D-A31K-01	0.75
TCGA-PQ-A6FN-01	TCGA-PQ-A6FN-01A-11D-A31K-01	0.22
TCGA-R3-A69X-01	TCGA-R3-A69X-01A-22D-A30D-01	0.22
TCGA-S5-A6DX-01	TCGA-S5-A6DX-01A-11D-A31K-01	0.39
TCGA-S5-AA26-01	TCGA-S5-AA26-01A-11D-A38F-01	0.95
TCGA-SY-A9G0-01	TCGA-SY-A9G0-01A-12D-A38F-01	0.17
TCGA-SY-A9G5-01	TCGA-SY-A9G5-01A-11D-A38F-01	0.36
TCGA-UY-A78K-01	TCGA-UY-A78K-01A-11D-A338-01	0.27
TCGA-UY-A78L-01	TCGA-UY-A78L-01A-12D-A338-01	0.49
TCGA-UY-A78M-01	TCGA-UY-A78M-01A-21D-A34T-01	0.69
TCGA-UY-A78N-01	TCGA-UY-A78N-01A-12D-A338-01	0.78
TCGA-UY-A78O-01	TCGA-UY-A78O-01A-12D-A338-01	0.76
TCGA-UY-A78P-01	TCGA-UY-A78P-01A-12D-A363-01	0.26
TCGA-UY-A8OB-01	TCGA-UY-A8OB-01A-12D-A42D-01	0.72
TCGA-UY-A8OC-01	TCGA-UY-A8OC-01A-11D-A363-01	0.55
TCGA-UY-A8OD-01	TCGA-UY-A8OD-01A-11D-A363-01	0.54
TCGA-UY-A9PA-01	TCGA-UY-A9PA-01A-11D-A38F-01	0.18
TCGA-UY-A9PB-01	TCGA-UY-A9PB-01A-11D-A38F-01	0.33
TCGA-UY-A9PD-01	TCGA-UY-A9PD-01A-11D-A38F-01	0.63
TCGA-UY-A9PE-01	TCGA-UY-A9PE-01A-11D-A38F-01	0.48
TCGA-UY-A9PF-01	TCGA-UY-A9PF-01A-11D-A38F-01	0.37
TCGA-UY-A9PH-01	TCGA-UY-A9PH-01A-11D-A38F-01	0.44
TCGA-XF-A8HB-01	TCGA-XF-A8HB-01A-11D-A363-01	0.96
TCGA-XF-A8HC-01	TCGA-XF-A8HC-01A-11D-A363-01	0.96
TCGA-XF-A8HD-01	TCGA-XF-A8HD-01A-11D-A363-01	0.43
TCGA-XF-A8HE-01	TCGA-XF-A8HE-01A-11D-A363-01	0.37
TCGA-XF-A8HF-01	TCGA-XF-A8HF-01A-11D-A363-01	0.69
TCGA-XF-A8HG-01	TCGA-XF-A8HG-01A-11D-A363-01	0.84
TCGA-XF-A8HH-01	TCGA-XF-A8HH-01A-11D-A38F-01	0.43
TCGA-XF-A8HI-01	TCGA-XF-A8HI-01A-11D-A38F-01	0.91
TCGA-XF-A9SG-01	TCGA-XF-A9SG-01A-12D-A42D-01	0.5
TCGA-XF-A9SH-01	TCGA-XF-A9SH-01A-11D-A390-01	0.69
TCGA-XF-A9SI-01	TCGA-XF-A9SI-01A-11D-A390-01	0.21
TCGA-XF-A9SJ-01	TCGA-XF-A9SJ-01A-11D-A390-01	0.56
TCGA-XF-A9SK-01	TCGA-XF-A9SK-01A-11D-A42D-01	0.47
TCGA-XF-A9SM-01	TCGA-XF-A9SM-01A-11D-A42D-01	0.2
TCGA-XF-A9SP-01	TCGA-XF-A9SP-01A-11D-A390-01	0.26
TCGA-XF-A9ST-01	TCGA-XF-A9ST-01A-11D-A42D-01	0.87
TCGA-XF-A9SU-01	TCGA-XF-A9SU-01A-31D-A390-01	0.26
TCGA-XF-A9SV-01	TCGA-XF-A9SV-01A-21D-A42D-01	0.63
TCGA-XF-A9SW-01	TCGA-XF-A9SW-01A-11D-A42D-01	0.34
TCGA-XF-A9SX-01	TCGA-XF-A9SX-01A-21D-A390-01	0.5
TCGA-XF-A9SY-01	TCGA-XF-A9SY-01A-21D-A42D-01	0.18
TCGA-XF-A9SZ-01	TCGA-XF-A9SZ-01A-11D-A390-01	0.46
TCGA-XF-A9T0-01	TCGA-XF-A9T0-01A-11D-A390-01	0.76
TCGA-XF-A9T2-01	TCGA-XF-A9T2-01A-11D-A42D-01	0.84
TCGA-XF-A9T3-01	TCGA-XF-A9T3-01A-11D-A42D-01	0.41
TCGA-XF-A9T4-01	TCGA-XF-A9T4-01A-11D-A390-01	0.78
TCGA-XF-A9T5-01	TCGA-XF-A9T5-01A-11D-A42D-01	0.45
TCGA-XF-A9T6-01	TCGA-XF-A9T6-01A-11D-A42D-01	0.83
TCGA-XF-A9T8-01	TCGA-XF-A9T8-01A-11D-A390-01	0.44
TCGA-XF-AAME-01	TCGA-XF-AAME-01A-12D-A42D-01	0.14
TCGA-XF-AAMF-01	TCGA-XF-AAMF-01A-21D-A42D-01	0.72
TCGA-XF-AAMG-01	TCGA-XF-AAMG-01A-11D-A42D-01	0.75
TCGA-XF-AAMH-01	TCGA-XF-AAMH-01A-11D-A42D-01	0.88
TCGA-XF-AAMJ-01	TCGA-XF-AAMJ-01A-11D-A42D-01	0.24
TCGA-XF-AAML-01	TCGA-XF-AAML-01A-11D-A42D-01	0.74
TCGA-XF-AAMQ-01	TCGA-XF-AAMQ-01A-11D-A42D-01	0.7
TCGA-XF-AAMR-01	TCGA-XF-AAMR-01A-31D-A42D-01	0.4
TCGA-XF-AAMT-01	TCGA-XF-AAMT-01A-11D-A42D-01	0.56
TCGA-XF-AAMW-01	TCGA-XF-AAMW-01A-11D-A42D-01	0.53
TCGA-XF-AAMX-01	TCGA-XF-AAMX-01A-11D-A42D-01	0.86
TCGA-XF-AAMY-01	TCGA-XF-AAMY-01A-11D-A42D-01	0.61
TCGA-XF-AAMZ-01	TCGA-XF-AAMZ-01A-11D-A42D-01	0.3
TCGA-XF-AAN0-01	TCGA-XF-AAN0-01A-11D-A42D-01	0.52
TCGA-XF-AAN1-01	TCGA-XF-AAN1-01A-31D-A42D-01	0.91
TCGA-XF-AAN2-01	TCGA-XF-AAN2-01A-11D-A42D-01	0.6
TCGA-XF-AAN3-01	TCGA-XF-AAN3-01A-11D-A42D-01	0.29
TCGA-XF-AAN4-01	TCGA-XF-AAN4-01A-11D-A42D-01	0.46
TCGA-XF-AAN5-01	TCGA-XF-AAN5-01A-11D-A42D-01	0.49
TCGA-XF-AAN7-01	TCGA-XF-AAN7-01A-11D-A42D-01	0.87
TCGA-XF-AAN8-01	TCGA-XF-AAN8-01A-11D-A42D-01	0.58
TCGA-YC-A89H-01	TCGA-YC-A89H-01A-11D-A363-01	0.66
TCGA-YC-A8S6-01	TCGA-YC-A8S6-01A-31D-A38F-01	0.23
TCGA-YC-A9TC-01	TCGA-YC-A9TC-01A-22D-A390-01	0.8
TCGA-YF-AA3L-01	TCGA-YF-AA3L-01A-11D-A38F-01	0.91
TCGA-YF-AA3M-01	TCGA-YF-AA3M-01A-11D-A42D-01	0.68
TCGA-ZF-A9R0-01	TCGA-ZF-A9R0-01A-11D-A38F-01	0.51
TCGA-ZF-A9R1-01	TCGA-ZF-A9R1-01A-11D-A390-01	0.64
TCGA-ZF-A9R2-01	TCGA-ZF-A9R2-01A-11D-A390-01	0.75
TCGA-ZF-A9R3-01	TCGA-ZF-A9R3-01A-11D-A38F-01	0.72
TCGA-ZF-A9R4-01	TCGA-ZF-A9R4-01A-11D-A38F-01	0.91
TCGA-ZF-A9R5-01	TCGA-ZF-A9R5-01A-12D-A42D-01	0.91
TCGA-ZF-A9R7-01	TCGA-ZF-A9R7-01A-11D-A38F-01	0.49
TCGA-ZF-A9R9-01	TCGA-ZF-A9R9-01A-11D-A38F-01	0.82
TCGA-ZF-A9RC-01	TCGA-ZF-A9RC-01A-11D-A38F-01	0.2
TCGA-ZF-A9RD-01	TCGA-ZF-A9RD-01A-11D-A42D-01	0.38
TCGA-ZF-A9RE-01	TCGA-ZF-A9RE-01A-11D-A38F-01	0.76
TCGA-ZF-A9RF-01	TCGA-ZF-A9RF-01A-11D-A38F-01	0.5
TCGA-ZF-A9RG-01	TCGA-ZF-A9RG-01A-21D-A42D-01	0.24
TCGA-ZF-A9RL-01	TCGA-ZF-A9RL-01A-11D-A38F-01	0.85
TCGA-ZF-A9RM-01	TCGA-ZF-A9RM-01A-11D-A38F-01	0.82
TCGA-ZF-A9RN-01	TCGA-ZF-A9RN-01A-11D-A42D-01	0.81
TCGA-ZF-AA4N-01	TCGA-ZF-AA4N-01A-11D-A38F-01	0.77
TCGA-ZF-AA4R-01	TCGA-ZF-AA4R-01A-11D-A38F-01	0.66
TCGA-ZF-AA4T-01	TCGA-ZF-AA4T-01A-11D-A38F-01	0.39
TCGA-ZF-AA4U-01	TCGA-ZF-AA4U-01A-11D-A38F-01	0.88
TCGA-ZF-AA4V-01	TCGA-ZF-AA4V-01A-11D-A38F-01	0.64
TCGA-ZF-AA4W-01	TCGA-ZF-AA4W-01A-12D-A38F-01	0.35
TCGA-ZF-AA4X-01	TCGA-ZF-AA4X-01A-11D-A38F-01	0.72
TCGA-ZF-AA51-01	TCGA-ZF-AA51-01A-21D-A390-01	0.5
TCGA-ZF-AA52-01	TCGA-ZF-AA52-01A-12D-A390-01	0.33
TCGA-ZF-AA53-01	TCGA-ZF-AA53-01A-11D-A390-01	0.22
TCGA-ZF-AA54-01	TCGA-ZF-AA54-01A-11D-A390-01	0.43
TCGA-ZF-AA56-01	TCGA-ZF-AA56-01A-31D-A390-01	0.28
TCGA-ZF-AA58-01	TCGA-ZF-AA58-01A-12D-A42D-01	0.31
TCGA-ZF-AA5H-01	TCGA-ZF-AA5H-01A-11D-A390-01	0.58
TCGA-ZF-AA5N-01	TCGA-ZF-AA5N-01A-11D-A42D-01	0.7
TCGA-3C-AAAU-01	TCGA-3C-AAAU-01A-11D-A41E-01	0.81
TCGA-3C-AALI-01	TCGA-3C-AALI-01A-11D-A41E-01	0.64
TCGA-3C-AALJ-01	TCGA-3C-AALJ-01A-31D-A41E-01	0.53
TCGA-3C-AALK-01	TCGA-3C-AALK-01A-11D-A41E-01	0.61
TCGA-4H-AAAK-01	TCGA-4H-AAAK-01A-12D-A41E-01	0.47
TCGA-5L-AAT0-01	TCGA-5L-AAT0-01A-12D-A41E-01	0.53
TCGA-5T-A9QA-01	TCGA-5T-A9QA-01A-11D-A41E-01	0.83
TCGA-A1-A0SB-01	TCGA-A1-A0SB-01A-11D-A141-01	0.77
TCGA-A1-A0SD-01	TCGA-A1-A0SD-01A-11D-A111-01	0.51
TCGA-A1-A0SE-01	TCGA-A1-A0SE-01A-11D-A087-01	0.47
TCGA-A1-A0SF-01	TCGA-A1-A0SF-01A-11D-A141-01	0.44
TCGA-A1-A0SG-01	TCGA-A1-A0SG-01A-11D-A141-01	0.64
TCGA-A1-A0SH-01	TCGA-A1-A0SH-01A-11D-A087-01	0.44
TCGA-A1-A0SI-01	TCGA-A1-A0SI-01A-11D-A141-01	0.54
TCGA-A1-A0SJ-01	TCGA-A1-A0SJ-01A-11D-A087-01	0.61
TCGA-A1-A0SK-01	TCGA-A1-A0SK-01A-12D-A087-01	0.95
TCGA-A1-A0SM-01	TCGA-A1-A0SM-01A-11D-A087-01	0.6
TCGA-A1-A0SN-01	TCGA-A1-A0SN-01A-11D-A141-01	0.51
TCGA-A1-A0SP-01	TCGA-A1-A0SP-01A-11D-A087-01	0.63
TCGA-A1-A0SQ-01	TCGA-A1-A0SQ-01A-21D-A141-01	0.81
TCGA-A2-A04N-01	TCGA-A2-A04N-01A-11D-A111-01	0.72
TCGA-A2-A04P-01	TCGA-A2-A04P-01A-31D-A036-01	0.6
TCGA-A2-A04Q-01	TCGA-A2-A04Q-01A-21D-A036-01	0.2
TCGA-A2-A04R-01	TCGA-A2-A04R-01A-41D-A107-01	0.88
TCGA-A2-A04T-01	TCGA-A2-A04T-01A-21D-A036-01	0.61
TCGA-A2-A04U-01	TCGA-A2-A04U-01A-11D-A111-01	0.82
TCGA-A2-A04V-01	TCGA-A2-A04V-01A-21D-A036-01	0.84
TCGA-A2-A04W-01	TCGA-A2-A04W-01A-31D-A111-01	0.3
TCGA-A2-A04X-01	TCGA-A2-A04X-01A-21D-A036-01	0.59
TCGA-A2-A04Y-01	TCGA-A2-A04Y-01A-21D-A036-01	0.6
TCGA-A2-A0CK-01	TCGA-A2-A0CK-01A-11D-A227-01	0.69
TCGA-A2-A0CL-01	TCGA-A2-A0CL-01A-11D-A111-01	0.14
TCGA-A2-A0CM-01	TCGA-A2-A0CM-01A-31D-A036-01	0.38
TCGA-A2-A0CO-01	TCGA-A2-A0CO-01A-13D-A227-01	0.63
TCGA-A2-A0CP-01	TCGA-A2-A0CP-01A-11D-A036-01	0.47
TCGA-A2-A0CQ-01	TCGA-A2-A0CQ-01A-21D-A036-01	0.8
TCGA-A2-A0CR-01	TCGA-A2-A0CR-01A-11D-A227-01	0.23
TCGA-A2-A0CS-01	TCGA-A2-A0CS-01A-11D-A111-01	0.54
TCGA-A2-A0CT-01	TCGA-A2-A0CT-01A-31D-A059-01	0.8
TCGA-A2-A0CU-01	TCGA-A2-A0CU-01A-12D-A036-01	0.57
TCGA-A2-A0CV-01	TCGA-A2-A0CV-01A-31D-A111-01	0.46
TCGA-A2-A0CW-01	TCGA-A2-A0CW-01A-21D-A111-01	0.58
TCGA-A2-A0CX-01	TCGA-A2-A0CX-01A-21D-A011-01	0.45
TCGA-A2-A0D0-01	TCGA-A2-A0D0-01A-11D-A011-01	0.69
TCGA-A2-A0D1-01	TCGA-A2-A0D1-01A-11D-A036-01	0.76
TCGA-A2-A0D2-01	TCGA-A2-A0D2-01A-21D-A036-01	0.53
TCGA-A2-A0D3-01	TCGA-A2-A0D3-01A-11D-A111-01	0.7
TCGA-A2-A0D4-01	TCGA-A2-A0D4-01A-11D-A011-01	0.72
TCGA-A2-A0EM-01	TCGA-A2-A0EM-01A-11D-A036-01	0.72
TCGA-A2-A0EN-01	TCGA-A2-A0EN-01A-13D-A087-01	0.42
TCGA-A2-A0EO-01	TCGA-A2-A0EO-01A-11D-A036-01	0.47
TCGA-A2-A0EQ-01	TCGA-A2-A0EQ-01A-11D-A036-01	0.38
TCGA-A2-A0ER-01	TCGA-A2-A0ER-01A-21D-A036-01	0.77
TCGA-A2-A0ES-01	TCGA-A2-A0ES-01A-11D-A111-01	0.88
TCGA-A2-A0ET-01	TCGA-A2-A0ET-01A-31D-A036-01	0.81
TCGA-A2-A0EU-01	TCGA-A2-A0EU-01A-22D-A059-01	0.66
TCGA-A2-A0EV-01	TCGA-A2-A0EV-01A-11D-A036-01	0.45
TCGA-A2-A0EW-01	TCGA-A2-A0EW-01A-21D-A111-01	0.46
TCGA-A2-A0EX-01	TCGA-A2-A0EX-01A-21D-A036-01	0.61
TCGA-A2-A0EY-01	TCGA-A2-A0EY-01A-11D-A036-01	0.51
TCGA-A2-A0SU-01	TCGA-A2-A0SU-01A-11D-A087-01	0.56
TCGA-A2-A0SV-01	TCGA-A2-A0SV-01A-11D-A087-01	0.63
TCGA-A2-A0SW-01	TCGA-A2-A0SW-01A-11D-A087-01	0.52
TCGA-A2-A0SX-01	TCGA-A2-A0SX-01A-12D-A087-01	0.57
TCGA-A2-A0SY-01	TCGA-A2-A0SY-01A-31D-A087-01	0.65
TCGA-A2-A0T0-01	TCGA-A2-A0T0-01A-22D-A087-01	0.56
TCGA-A2-A0T1-01	TCGA-A2-A0T1-01A-21D-A087-01	0.19
TCGA-A2-A0T2-01	TCGA-A2-A0T2-01A-11D-A087-01	0.7
TCGA-A2-A0T3-01	TCGA-A2-A0T3-01A-21D-A111-01	0.51
TCGA-A2-A0T4-01	TCGA-A2-A0T4-01A-31D-A087-01	0.49
TCGA-A2-A0T5-01	TCGA-A2-A0T5-01A-21D-A087-01	0.6
TCGA-A2-A0T6-01	TCGA-A2-A0T6-01A-11D-A087-01	0.55
TCGA-A2-A0T7-01	TCGA-A2-A0T7-01A-21D-A087-01	0.49
TCGA-A2-A0YC-01	TCGA-A2-A0YC-01A-11D-A107-01	0.66
TCGA-A2-A0YD-01	TCGA-A2-A0YD-01A-11D-A107-01	0.5
TCGA-A2-A0YE-01	TCGA-A2-A0YE-01A-11D-A107-01	0.66
TCGA-A2-A0YF-01	TCGA-A2-A0YF-01A-21D-A107-01	0.81
TCGA-A2-A0YG-01	TCGA-A2-A0YG-01A-21D-A107-01	0.6
TCGA-A2-A0YH-01	TCGA-A2-A0YH-01A-11D-A107-01	0.43
TCGA-A2-A0YI-01	TCGA-A2-A0YI-01A-31D-A10L-01	0.44
TCGA-A2-A0YJ-01	TCGA-A2-A0YJ-01A-11D-A107-01	0.56
TCGA-A2-A0YK-01	TCGA-A2-A0YK-01A-22D-A107-01	0.4
TCGA-A2-A0YL-01	TCGA-A2-A0YL-01A-21D-A107-01	0.33
TCGA-A2-A0YM-01	TCGA-A2-A0YM-01A-11D-A107-01	0.58
TCGA-A2-A0YT-01	TCGA-A2-A0YT-01A-11D-A107-01	0.59
TCGA-A2-A1FV-01	TCGA-A2-A1FV-01A-11D-A13J-01	0.9
TCGA-A2-A1FW-01	TCGA-A2-A1FW-01A-11D-A13J-01	0.85
TCGA-A2-A1FX-01	TCGA-A2-A1FX-01A-11D-A13J-01	0.72
TCGA-A2-A1FZ-01	TCGA-A2-A1FZ-01A-51D-A14F-01	0.48
TCGA-A2-A1G0-01	TCGA-A2-A1G0-01A-11D-A13J-01	0.51
TCGA-A2-A1G1-01	TCGA-A2-A1G1-01A-21D-A13J-01	0.42
TCGA-A2-A1G4-01	TCGA-A2-A1G4-01A-11D-A13J-01	0.78
TCGA-A2-A259-01	TCGA-A2-A259-01A-11D-A16C-01	0.44
TCGA-A2-A25A-01	TCGA-A2-A25A-01A-12D-A16C-01	0.38
TCGA-A2-A25C-01	TCGA-A2-A25C-01A-11D-A166-01	0.66
TCGA-A2-A25D-01	TCGA-A2-A25D-01A-12D-A16C-01	0.57
TCGA-A2-A25E-01	TCGA-A2-A25E-01A-11D-A166-01	0.66
TCGA-A2-A3KC-01	TCGA-A2-A3KC-01A-11D-A20R-01	0.49
TCGA-A2-A3KD-01	TCGA-A2-A3KD-01A-12D-A20R-01	0.5
TCGA-A2-A3XS-01	TCGA-A2-A3XS-01A-11D-A22W-01	0.43
TCGA-A2-A3XT-01	TCGA-A2-A3XT-01A-11D-A22W-01	0.4
TCGA-A2-A3XU-01	TCGA-A2-A3XU-01A-12D-A22W-01	0.9
TCGA-A2-A3XV-01	TCGA-A2-A3XV-01A-21D-A238-01	0.66
TCGA-A2-A3XX-01	TCGA-A2-A3XX-01A-21D-A238-01	0.55
TCGA-A2-A3XY-01	TCGA-A2-A3XY-01A-11D-A238-01	0.39
TCGA-A2-A3XZ-01	TCGA-A2-A3XZ-01A-42D-A238-01	0.27
TCGA-A2-A3Y0-01	TCGA-A2-A3Y0-01A-11D-A238-01	0.63
TCGA-A2-A4RW-01	TCGA-A2-A4RW-01A-21D-A25N-01	0.49
TCGA-A2-A4RX-01	TCGA-A2-A4RX-01A-11D-A25N-01	0.37
TCGA-A2-A4RY-01	TCGA-A2-A4RY-01A-31D-A25N-01	0.24
TCGA-A2-A4S0-01	TCGA-A2-A4S0-01A-21D-A25N-01	0.64
TCGA-A2-A4S1-01	TCGA-A2-A4S1-01A-21D-A25N-01	0.45
TCGA-A2-A4S2-01	TCGA-A2-A4S2-01A-12D-A25N-01	0.56
TCGA-A2-A4S3-01	TCGA-A2-A4S3-01A-21D-A25N-01	0.58
TCGA-A7-A0CD-01	TCGA-A7-A0CD-01A-11D-A011-01	0.86
TCGA-A7-A0CE-01	TCGA-A7-A0CE-01A-11D-A011-01	0.73
TCGA-A7-A0CG-01	TCGA-A7-A0CG-01A-11D-A011-01	0.39
TCGA-A7-A0CH-01	TCGA-A7-A0CH-01A-21D-A011-01	0.78
TCGA-A7-A0CJ-01	TCGA-A7-A0CJ-01A-21D-A011-01	0.81
TCGA-A7-A0D9-01	TCGA-A7-A0D9-01A-31D-A059-01	0.8
TCGA-A7-A0DA-01	TCGA-A7-A0DA-01A-31D-A111-01	0.55
TCGA-A7-A0DB-01	TCGA-A7-A0DB-01A-11D-A011-01	0.61
TCGA-A7-A13D-01	TCGA-A7-A13D-01A-13D-A12N-01	0.55
TCGA-A7-A13E-01	TCGA-A7-A13E-01A-11D-A12N-01	0.83
TCGA-A7-A13F-01	TCGA-A7-A13F-01A-11D-A12N-01	0.65
TCGA-A7-A13G-01	TCGA-A7-A13G-01A-11D-A13J-01	0.86
TCGA-A7-A13H-01	TCGA-A7-A13H-01A-11D-A227-01	0.44
TCGA-A7-A26E-01	TCGA-A7-A26E-01A-11D-A275-01	0.72
TCGA-A7-A26F-01	TCGA-A7-A26F-01A-21D-A166-01	0.46
TCGA-A7-A26G-01	TCGA-A7-A26G-01A-21D-A166-01	0.38
TCGA-A7-A26H-01	TCGA-A7-A26H-01A-11D-A166-01	0.63
TCGA-A7-A26I-01	TCGA-A7-A26I-01A-11D-A166-01	0.55
TCGA-A7-A26J-01	TCGA-A7-A26J-01A-11D-A275-01	0.71
TCGA-A7-A2KD-01	TCGA-A7-A2KD-01A-31D-A21P-01	0.55
TCGA-A7-A3IY-01	TCGA-A7-A3IY-01A-21D-A21P-01	0.43
TCGA-A7-A3IZ-01	TCGA-A7-A3IZ-01A-11D-A20R-01	0.9
TCGA-A7-A3J0-01	TCGA-A7-A3J0-01A-11D-A20R-01	0.87
TCGA-A7-A3J1-01	TCGA-A7-A3J1-01A-11D-A20R-01	0.55
TCGA-A7-A3RF-01	TCGA-A7-A3RF-01A-11D-A227-01	0.74
TCGA-A7-A425-01	TCGA-A7-A425-01A-11D-A242-01	0.48
TCGA-A7-A426-01	TCGA-A7-A426-01A-22D-A242-01	0.44
TCGA-A7-A4SA-01	TCGA-A7-A4SA-01A-11D-A25N-01	0.43
TCGA-A7-A4SB-01	TCGA-A7-A4SB-01A-21D-A25N-01	0.67
TCGA-A7-A4SD-01	TCGA-A7-A4SD-01A-11D-A25N-01	0.48
TCGA-A7-A4SE-01	TCGA-A7-A4SE-01A-11D-A25N-01	0.49
TCGA-A7-A4SF-01	TCGA-A7-A4SF-01A-11D-A25N-01	0.77
TCGA-A7-A56D-01	TCGA-A7-A56D-01A-11D-A27O-01	0.64
TCGA-A7-A5ZV-01	TCGA-A7-A5ZV-01A-11D-A28A-01	0.77
